Sl No,Level,Country,Number of Vote,Date of Votes,Title in English,Title in German,Title in French,Title in Italien,Number of Yes-Votes in National Council,Number of No-Votes in National Council,Number of Abstentions in National Council,Number of Yes-Votes in States Council,Number of No-Votes in States Council,Number of Abstentions in States Council,Recommendation of Government,Total Electorate,Citizen Abroad,Number Of Voters,Empty Ballot Sheets,Invalid Ballot Sheets,Yes Votes,No Votes,Number of States accepting,Number of States rejecting,Linked Vote Status,Linked Vote,Without Response,Tie-Break Question: Number of People Supporting,Tie-Break Question: Number of State Supporting,Tie-Break Question: Without Response,Institutions,Number of Signatures,Number of Cantons attained (Referendum),Committee name,Comments,Theme codes,Turnout,Valid Ballot Sheets,Yes [%],No [%],Result,Def. Result
530,Country,Switzerland,97,1923-06-03,Federal decree concerning revision of articles 31 and 32(2) (alcoholic beverages) of the Federal Constitution,Bundesbeschluss betreffend die Revision der Art. 31 und 32bis (Alkoholwesen) der Bundesverfassung,Arrêté fédéral concernant la revision des articles 31 et 32bis (régime des alcools) de la Constitution fédérale,Decreto federale concernente 'la revisione delle disposizioni della Costituzione federale sulle bevande spiritose e distillate',,,,,,,None,985774,0,636591,11931,1575,262688,360397,10,12,none,,,0,,0,Constitutional Referendum (Partialrevision),0,,,,"Addictive substances | Indirect taxation | Pension insurance",64.58,623085,42.16,57.84,no,
531,Country,Switzerland,96,1923-04-15,Citizen's initiative "Maintaining and protecting the people's rights in customs matters",Eidgenössische Volksinitiative 'zur Wahrung der Volksrechte in der Zollfrage',Initiative populaire pour la garantie des droits populaires dans la question douanière (article 29 de la Constitution fédérale ),Iniziativa popolare 'per la garanzia dei diritti popolari in materia doganale',,,,,,,None,990202,0,651159,10813,1450,171020,467876,0.5,21.5,none,,,0,,0,Initiative (Formulated Draft),151321,,Sozialdemokratische Partei  COOP und VSKParti socialiste suisse,,"Customs | Referendum | none",65.76,638896,26.77,73.23,no,
532,Country,Switzerland,94,1923-02-18,Citizen's initiative "Preventive detention" (for Swiss citizens endangering internal security),Eidgenössische Volksinitiative 'Schutzhaft',Initiative populaire sur "l'arrestation des citoyens suisses qui compromettent la sûreté intérieure du pays'',Iniziativa popolare concernente 'l'arresto dei cittadini svizzeri che minacciano la sicurezza interna del paese',,,,,,,None,989661,0,526876,25109,1016,55145,445606,,22,none,,,0,,0,Initiative (Formulated Draft),62323,,Ad-hoc-Komitee gegen den BolschewismusComité ad-hoc,,"State security | Fundamental rights | Criminal law",53.24,500751,11.01,88.99,no,
533,Country,Switzerland,95,1923-02-18,Federal decree concerning ratification of the treaty signed in Paris on 7 August 1921 between Switzerland and France concerning trade relations and border traffic between the previous free trade zones of Haute-Savoie  the Pays de Gex and the neighbouring Swiss cantons,Bundesbeschluss über die Ratifikation des am 7. August 1921 in Paris unterzeichneten Abkommens zwischen der Schweiz und Frankreich zur Regelung der Handelsbeziehungen und des freundnachbarlichen Grenzverkehrs zwischen den ehemaligen Freizonen Hochsavoyens sowie der Landschaft Gex und den angrenzenden schweizerischen Kantonen,Arrêté fédéral ratifiant la Convention entre la Suisse et la France réglant les relations de commerce et de bon voisinage entre les anciennes zones franches de la Haute-Savoie et du Pays de Gex et les cantons suisses limitrophes  signée à Paris le 7 août 1921,Decreto federale che ratifica la Convenzione fra la Svizzera e la Francia che regola le relazioni di commercio e di buon vicinato tra le antiche zone franche dell'Alta Savoia e del Paese di Gex e i Cantoni svizzeri limitrofi  firmata a Parigi il 7 agosto 1921,,,,,,,None,989661,0,528736,19515,1024,93892,414305,,,none,,,0,,0,Optional Treaty Referendum (for an unlimited period or duration >15 years),56457,,,,"Foreign trade policy | Bilateral treaties | none",53.43,508197,18.48,81.52,no,
534,Country,Switzerland,93,1922-12-03,Citizen's initiative "For a one-off capital tax",Eidgenössische Volksinitiative 'für die Einmalige Vermögensabgabe',Initiative populaire concernant le prélèvement d'un impôt unique sur la fortune (article 42bis de la Constitution),Iniziativa popoplare per 'la riscossione una volta tanto di un prelevamento sul patrimonio',,,,,,,None,992523,0,856148,7525,1969,109702,736952,,22,none,,,0,,0,Initiative (Formulated Draft),87535,,Sozialdemokratische ParteiParti socialiste suisse,,"Direct taxation | Budget cuts and remediation measures | Social security",86.29,846654,12.96,87.04,no,
535,Country,Switzerland,92,1922-09-24,Federal law concerning amendment to Penal code of 4 February 1853 in respect of breaches of constitutional order and internal security and introduction of the conditional execution of sentence,Bundesgesetz betreffend Abänderung des Bundesstrafrechts vom 4. Februar 1853 in bezug auf Verbrechen gegen die verfassungsmässige Ordnung und innere Sicherheit und in bezug auf die Einführung des bedingten Strafvollzugs,Loi fédérale modifiant le code pénal fédéral du 4 février 1853 en ce qui concerne les crimes et délits contre l'ordre constitutionnel et la sûreté intérieure  et introduisant le sursis à l'exécution de la peine,Legge federale che modifica il Codice penale federale del 4 febbraio 1853 per quanto concerne i delitti contro l'ordine costituzionale e la sicurezza interna  e introduce la sospensione condizionata della pena,,,,,,,None,982567,0,690844,8058,2160,303794,376832,,,none,,,0,,0,Optional Legislative Referendum (Federal Statutes),149954,,,See Wikipedia entry on Lex Häberlin.,"Criminal law | State security | Fundamental rights",70.3,680626,44.63,55.37,no,
536,Country,Switzerland,89,1922-06-11,Citizen's initiative part I "Naturalisation",Eidgenössische Volksinitiative 'betreffend die Erlangung des Schweizerbürgerrechts  Teil I',Initiative populaire concernant 'les naturalisations  partie I',Iniziativa popolare concernente le 'naturalizzazioni  part. I',,,,,,,None,976105,0,445100,30259,1025,65828,347988,,22,none,,,0,,0,Initiative (Formulated Draft),59812,,Ad-hoc-Komitee aus Republikanern des Kantons AG  der Neuen Helvetischen Gesellschaft  'Pilori' und 'Schweizerbanner',,"Immigration policy | Citizenship | none",45.59,413816,15.91,84.09,no,
537,Country,Switzerland,90,1922-06-11,Citizen's initiative part II "Expulsion of foreigners",Eidgenössische Volksinitiative 'betreffend die Ausweisung von Ausländern  Teil II',Initiative populaire concernant 'l'expulsion pour atteinte à la sécurité du pays  partie II'),Iniziativa popolare concernente 'l'espulsione per atti che mettono in pericolo la sicurezza del paese  part. II',,,,,,,None,976105,0,445100,25991,1028,159200,258881,,22,none,,,0,,0,Initiative (Formulated Draft),59812,,Ad-hoc-Komitee aus Republikanern des Kantons AG  der Neuen Helvetischen Gesellschaft  'Pilori' und 'Schweizerbanner',,"Immigration policy | State security | none",45.59,418081,38.08,61.92,no,
538,Country,Switzerland,91,1922-06-11,Citizen's initiative "Eligibility of civil servants for the National Council",Eidgenössische Volksinitiative 'betreffend die Wählbarkeit der Bundesbeamten in den Nationalrat',Initiative populaire sur "l'éligibilité des fonctionnaires fédéraux au Conseil national'',Iniziativa popolare concernente 'l'eleggibilità dei funzionari federali al Consiglio Nazionale',,,,,,,None,976105,0,445100,26433,1017,160181,257469,5,17,none,,,0,,0,Initiative (Formulated Draft),57139,,Foederativverband,,"Parliament | Government, administration | Electoral system",45.59,417650,38.35,61.65,no,
539,Country,Switzerland,87,1921-05-22,Federal decree concerning adoption of new articles 37(2) and 37(3) into the Federal Constitution (automobile and cycle traffic  aeronautics),Bundesbeschluss betreffend Aufnahme eines Art. 37bis und eines Art. 37ter in die Bundesverfassung (Automobil und Fahrradverkehr  Luftschiffahrt),Arrêté fédéral concernant l'insertion dans la constitution fédérale d'un art.37bis (circulation des automobiles et des cycles); ,Decreto federale sull'inserimento d'un articolo 37bis nella Costituzione federale (circolazione degli automobili e velocipedi),,,,,,,None,969522,0,373921,27957,791,206297,138876,15.5,6.5,none,,,0,,0,Constitutional Referendum (Partialrevision),0,,,,"Road transport | Intergovernmental relations | none",38.56,345173,59.77,40.23,yes,
540,Country,Switzerland,88,1921-05-22,Federal decree concerning adoption of article 37(3) into the Federal Constitution (aeronautics),Bundesbeschluss betreffend Aufnahme eines Artikels 37ter (Luftschiffahrt) in die Bundesverfassung,Arrêté fédéral concernant l'insertion dans la constitution fédérale d'un art.37ter (navigation aérienne) ,Decreto federale sull'inserimento d'un articolo 37ter nella Costituzione federale (navigazione aerea),,,,,,,None,969522,0,372187,32859,938,210447,127943,20.5,1.5,none,,,0,,0,Constitutional Referendum (Partialrevision),,,,,"Air transport | Intergovernmental relations | none",38.38,338390,62.19,37.81,yes,
541,Country,Switzerland,85,1921-01-30,Citizen's initiative "For the introduction of a referendum on treaties with unlimited duration or with a duration of more than 15 years" (Referendum on international treaties),Eidgenössische Volksinitiative 'für die Unterstellung von unbefristeten oder für eine Dauer von mehr als 15 Jahren abgeschlossenen Staatsverträgen unter das Referendum (Staatsvertragsreferendum)',Initiative populaire concernant la soumission de traités internationaux au référendum,Iniziativa popolare 'per sottoporre al referendum i trattati internazionali',,,,,,,None,967289,0,610411,48783,3076,398548,160004,20,2,none,,,0,,0,Initiative (Formulated Draft),64391,,Waadtländer-Komitee gegen den Gotthardvertrag.,,"Referendum | Position on foreign policy | none",63.11,558542,71.35,28.65,yes,
542,Country,Switzerland,86,1921-01-30,Citizen's initiative "Abolition of military courts",Eidgenössische Volksinitiative 'für die Aufhebung der Militärjustiz',Initiative populaire 'Suppression de la justice millitaire' ,Iniziativa popolare 'per la soppressione della giustizia militare',,,,,,,None,967289,0,610411,15837,2727,198696,393151,3,19,none,,,0,,0,Initiative (Formulated Draft),118996,,Sozialdemokratische ParteiParti socialiste suisse,,"Armed forces - general | Criminal law | none",63.11,591847,33.57,66.43,no,
543,Country,Switzerland,84,1920-10-31,Federal law concerning working hours on rail and other public transport,Bundesgesetz betreffend die Arbeitszeit beim Betriebe der Eisenbahnen und anderer Verkehrsanstalten,Loi fédérale concernant la durée du travail dans l'exploitation des chemins de fer et autres entreprises de transport et de communications,Legge federale sulla durata del lavoro nell'esercizio delle strade ferrate ed altre imprese di trasporto e di communicazione,,,,,,,Acceptance,964587,0,656913,8618,1487,369466,277342,,,none,,,0,,0,Optional Legislative Referendum (Federal Statutes),59808,,,,"Working hours | none | Government, administration",68.09,646808,57.12,42.88,yes,
544,Country,Switzerland,83,1920-05-16,Federal decree on accession of Switzerland to the League of Nations,Bundesbeschluss betreffend den Beitritt der Schweiz zum Völkerbund,Arrêté fédéral concernant l'accession de la Suisse à la Société des Nations,Decreto federale concernente l'ingresso della Svizzera nella Società delle Nazioni,,,,,,,None,968327,0,750159,6502,4039,416870,323719,11.5,10.5,none,,,0,,0,Customary Mandatory Treaty Referendum (Extraordinary),0,,,,"International organisations | none | none",77.47,740589,56.29,43.71,yes,
545,Country,Switzerland,82,1920-03-21,Counter proposal to the citizen's initiative "Prohibition on the setting up of casinos",Gegenvorschlag zur eidgenössischen Volksinitiative für ein Verbot der Errichtung von Spielbanken,Contre-projet à l'initiative populaire concernant l'interdiction des maisons de jeu. [Modification de l'article 35 de la constitution.],,,,,,,,None,957386,0,576656,23138,45538,122240,345327,0.5,21.5,linked,Citizen's initiative "Prohibition on the setting up of casinos",,0,,0,Constitutional Referendum (Counter-draft),117494,,Ad-hoc-KomiteeComité ad-hoc,Les bulletins rentrés auxquels s'ajoutent les suffrages blancs et les suffrages nuls donnent un total de 507?980. Selon l'article 12 de la loi fédérale du 27 janvier 1892 concernant le mode de procéder pour les demandes d'initiative populaire et les votations relatives à la révision de la constitution fédérale  les suffrages qui acceptaient aussi bien l?initiative que le contre-projet étaient déclarés nuls. Voir aussi le rapport complémentaire du Conseil fédéral à l'Assemblée fédérale du 14 juin 1920  FF 1920 III 595. Il manque les données concernant les suffrages valables sans réponse (suffrages qui ne portent pas de réponse à la proposition en question [initiative ou contre-projet] mais qui ont donné une réponse à la solution de rechange. Ils ne valent donc pas comme suffrages blancs). Suffrages sans réponse: initiative = 17?239  contre-projet = 74?848 (suffrages entrant en considération: suffrages oui + non). Voir aussi à ce sujet FF 1984 II 408s. La procédure de vote relative aux initiatives populaires accompagnées d'un contre-projet exigea  dans ce premier cas d?application  trois tentatives pour valider les résultats de la votation (cf. FF 1920 II 425s. III 595s.  IV 289s). La validation nécessita une année entière et à chaque rapport de validation  c'est de nouveaux chiffres qui ont été retenus. C'est finalement l?initiative qui a été déclarée comme ayant été acceptée malgré le contre-projet et cela par 'au moins' 271:947 oui contre 241:441 non ainsi que par 11 2/2 cantons contre 8 4/2. (FF 1984 II 408).,"Structural policy | Lottery and gambling | none",60.22,499143,26.14,73.86,no,
546,Country,Switzerland,81,1920-03-21,Federal law on regulating working conditions,Bundesgesetz betreffend die Ordnung des Arbeitsverhältnisses,Loi fédérale portant réglementation des conditions de travail,Legge federale che regola le condizioni di lavoro,,,,,,,None,957389,0,577247,36755,30396,254455,256401,,,none,,,0,,0,Optional Legislative Referendum (Federal Statutes),60093,,,,"Industrial relations | Employment policy | none",60.29,510856,49.81,50.19,no,
547,Country,Switzerland,82,1920-03-21,Citizen's initiative "Prohibition on the setting up of casinos",Bundesbeschluss über die Volksinitiative 'für ein Verbot der Errichtung von Spielbanken',Arrêté fédéral concernant l'initiative populaire pour la modification de l'article 35 de la constitution fédérale (interdiction des maisons de jeux) (initiative et contre-projet),Decreto federale sull'iniziativa popolare per un 'divieto di istituire case di giuoco'(iniziativa e controprogetto),,,,,,,None,957386,0,576656,23138,45538,276021,223122,14,8,linked,Counter proposal to the citizen's initiative "Prohibition on the setting up of casinos",,0,,0,Initiative (Formulated Draft),117494,,Ad-hoc-KomiteeComité ad-hoc,,"Structural policy | Lottery and gambling | none",60.22,499143,55.3,44.7,yes,yes
